Dataset Name,Algorithm Name,Cross Validation [1-10],Hyper-Parameters Values,mean_squared_error,mean_absolute_error,median_absolute_error,r2_score,explained_variance_score,Training Time,Inference Time
analcatdata_runshoes,AdaBoost,10,"{'base_estimator__ccp_alpha': 0.005924320130156347, 'n_estimators': 77}",0.090865231,0.19292686,0.100519711,0.214282998,0.338720425,0.965648231,0.001649059
analcatdata_runshoes,Boruta,10,"{'ccp_alpha': 0.0052454815957287135, 'n_estimators': 47}",0.088895057,0.192650822,0.104084794,0.231319211,0.36269626,514.1478482,0.004910878
analcatdata_runshoes,Cobra,10,"{'epsilon': 0.18805960434814017, 'machine_list': 'advanced')",0.18060648,0.261281179,0.144557823,-0.561714853,-0.266566766,23.7097031,9.87581068
analcatdata_runshoes,Ewa,10,"{'beta': 100.0, 'machine_list': 'basic')",0.05923078,0.187623702,0.128273242,0.487827964,0.6383639,6.988246899,0.013358643
analcatdata_seropositive,AdaBoost,1,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.002993795,0.045996567,0.0357694,0.916074456,0.916197836,1.401345484,0.008355351
analcatdata_seropositive,Boruta,1,"{'ccp_alpha': 0.0031342417815924286, 'n_estimators': 27}",0.004448879,0.053921681,0.043758845,0.87528382,0.891954403,106.1672477,0.003072181
analcatdata_seropositive,Cobra,1,"{'epsilon': 0.25154554329888384, 'machine_list': 'basic')",0.055608322,0.142942057,0.078869048,-0.558877369,-0.105434006,36.7167206,10.39006477
analcatdata_seropositive,Ewa,1,"{'beta': 0.001, 'machine_list': 'basic')",0.005542072,0.062276799,0.057512942,0.84463816,0.885109683,6.967156067,0.01387802
analcatdata_seropositive,AdaBoost,2,"{'base_estimator__ccp_alpha': 0.00983468338330501, 'n_estimators': 8}",0.021271668,0.116112516,0.092214748,0.48243603,0.485106258,1.060496882,0.001385719
analcatdata_seropositive,Boruta,2,"{'ccp_alpha': 0.0052454815957287135, 'n_estimators': 47}",0.027122788,0.13545163,0.101190476,0.340071615,0.345894698,106.020425,0.005010612
analcatdata_seropositive,Cobra,2,"{'epsilon': 0.30988635690760713, 'machine_list': 'advanced')",0.068022121,0.164210003,0.107958367,-0.655055857,-0.202886124,36.69755426,10.39824296
analcatdata_seropositive,Ewa,2,"{'beta': 0.001, 'machine_list': 'basic')",0.01167586,0.085884569,0.074480227,0.715913006,0.785906914,6.970791456,0.014110463
analcatdata_seropositive,AdaBoost,3,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.006242132,0.052357033,0.038095238,0.866160799,0.866257703,1.453018116,0.007565376
analcatdata_seropositive,Boruta,3,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.004269489,0.0540556,0.043796889,0.908456757,0.92543951,105.9780434,0.00215462
analcatdata_seropositive,Cobra,3,"{'epsilon': 0.2909958917094735, 'machine_list': 'basic')",0.068952444,0.127209249,0.05421627,-0.47842763,-0.308709596,36.87709814,10.41433049
analcatdata_seropositive,Ewa,3,"{'beta': 0.001, 'machine_list': 'advanced')",0.010075252,0.091224538,0.088880311,0.783973861,0.921616636,6.980760004,0.013302555
analcatdata_seropositive,AdaBoost,4,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.004954131,0.060180761,0.053681658,0.669859182,0.775158804,1.369397036,0.007859577
analcatdata_seropositive,Boruta,4,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.006558038,0.058339445,0.032279993,0.562975606,0.73042344,105.9692521,0.001475703
analcatdata_seropositive,Cobra,4,"{'epsilon': 0.21690686215716715, 'machine_list': 'basic')",0.011334851,0.074136346,0.05448082,0.244651137,0.258753829,36.88326311,10.42855227
analcatdata_seropositive,Ewa,4,"{'beta': 0.001, 'machine_list': 'basic')",0.013702282,0.105372342,0.094961968,0.086886685,0.591026834,6.969305595,0.013658665
analcatdata_seropositive,AdaBoost,5,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.00422887,0.054043849,0.055904118,0.893453865,0.911049765,1.30535783,0.008097098
analcatdata_seropositive,Boruta,5,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.006311535,0.066532901,0.070575281,0.840981254,0.888872726,105.9842569,0.001536799
analcatdata_seropositive,Cobra,5,"{'epsilon': 0.14851002488512313, 'machine_list': 'basic')",0.073078362,0.172416207,0.086148649,-0.841205081,-0.207099585,36.89386385,10.41053579
analcatdata_seropositive,Ewa,5,"{'beta': 0.001, 'machine_list': 'basic')",0.005779874,0.062131189,0.060544052,0.854376423,0.8824772,6.982454523,0.014172439
analcatdata_seropositive,AdaBoost,6,"{'base_estimator__ccp_alpha': 0.005924320130156347, 'n_estimators': 77}",0.003492401,0.054851917,0.057738095,0.817743426,0.845478068,1.216564433,0.00693782
analcatdata_seropositive,Boruta,6,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.002520816,0.043772282,0.040152044,0.868447147,0.872965831,105.9795511,0.002145044
analcatdata_seropositive,Cobra,6,"{'epsilon': 0.2953763059773042, 'machine_list': 'basic')",0.01849141,0.085000206,0.041517857,0.034996048,0.190035752,36.91489053,10.42338315
analcatdata_seropositive,Ewa,6,"{'beta': 0.001, 'machine_list': 'basic')",0.007684866,0.077882634,0.080331472,0.598952896,0.804138101,6.991570505,0.013779879
analcatdata_seropositive,AdaBoost,7,"{'base_estimator__ccp_alpha': 0.005924320130156347, 'n_estimators': 77}",0.011629107,0.082553242,0.076636905,0.678342647,0.699130844,1.159067431,0.004664261
analcatdata_seropositive,Boruta,7,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.011776544,0.090343182,0.084447236,0.674264591,0.703191696,105.9680553,0.001531901
analcatdata_seropositive,Cobra,7,"{'epsilon': 0.16335503687311517, 'machine_list': 'basic')",0.073637448,0.180192244,0.078794643,-1.036788026,-0.420758664,36.9064771,10.39605367
analcatdata_seropositive,Ewa,7,"{'beta': 0.001, 'machine_list': 'basic')",0.008152852,0.078039629,0.101372904,0.774494736,0.898481019,6.990895128,0.014150664
analcatdata_seropositive,AdaBoost,8,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.024961608,0.113650488,0.078219316,0.741332113,0.749651749,0.996812853,0.008269446
analcatdata_seropositive,Boruta,8,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.05546673,0.163331836,0.091865731,0.42521885,0.433410077,105.9796364,0.002224087
analcatdata_seropositive,Cobra,8,"{'epsilon': 0.1731403893158557, 'machine_list': 'basic')",0.227248515,0.348472242,0.139880952,-1.35489207,-0.185364301,36.89932813,10.39402787
analcatdata_seropositive,Ewa,8,"{'beta': 0.001, 'machine_list': 'basic')",0.042440287,0.128240689,0.07185441,0.560207048,0.590992228,6.983048894,0.013890234
analcatdata_seropositive,AdaBoost,9,"{'base_estimator__ccp_alpha': 0.005924320130156347, 'n_estimators': 77}",0.003968898,0.04883211,0.026695527,0.918320984,0.922556718,1.149730093,0.004340262
analcatdata_seropositive,Boruta,9,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.004785603,0.062656222,0.064318231,0.901513388,0.901748949,105.9797468,0.002202688
analcatdata_seropositive,Cobra,9,"{'epsilon': 0.2932137784622859, 'machine_list': 'basic')",0.073054787,0.15731347,0.067162698,-0.503450834,-0.190535252,36.91095528,10.430512
analcatdata_seropositive,Ewa,9,"{'beta': 0.001, 'machine_list': 'basic')",0.010159468,0.086967319,0.109157837,0.790920459,0.872683572,6.992366745,0.013821026
analcatdata_seropositive,AdaBoost,10,"{'base_estimator__ccp_alpha': 0.005924320130156347, 'n_estimators': 77}",0.003273743,0.048064466,0.049715909,0.916575891,0.922826838,1.308798475,0.011115915
analcatdata_seropositive,Boruta,10,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.004996463,0.059386316,0.068141933,0.872676175,0.888144985,105.9805799,0.002217582
analcatdata_seropositive,Cobra,10,"{'epsilon': 0.18741100374598285, 'machine_list': 'basic')",0.07814427,0.186968921,0.09593254,-0.991334076,-0.200246479,36.91090601,10.39715752
analcatdata_seropositive,Ewa,10,"{'beta': 0.001, 'machine_list': 'basic')",0.003143797,0.047579313,0.041968353,0.919887274,0.941850403,6.98449576,0.014485407
analcatdata_vehicle,AdaBoost,1,"{'base_estimator__ccp_alpha': 0.00983468338330501, 'n_estimators': 8}",0.02356359,0.122783352,0.109192756,0.643424951,0.66338601,1.095844846,0.001506493
analcatdata_vehicle,Boruta,1,"{'ccp_alpha': 0.008296033593941836, 'n_estimators': 47}",0.028648036,0.128521569,0.104439264,0.566484779,0.584193071,496.0789229,0.004974302
analcatdata_vehicle,Cobra,1,"{'epsilon': 0.3726152192075779, 'machine_list': 'basic')",0.013646888,0.105470967,0.108547286,0.79348903,0.800011836,21.59943279,9.71531485
analcatdata_vehicle,Ewa,1,"{'beta': 0.001, 'machine_list': 'basic')",0.019204523,0.12628999,0.120054894,0.70938835,0.732164715,6.844672191,0.013989847
analcatdata_vehicle,AdaBoost,2,"{'base_estimator__ccp_alpha': 0.00983468338330501, 'n_estimators': 8}",0.010218966,0.093488336,0.104511971,0.673248735,0.802057744,1.283454432,0.001543387
analcatdata_vehicle,Boruta,2,"{'ccp_alpha': 0.00518152548941889, 'n_estimators': 5}",0.022257857,0.115772505,0.070956976,0.288305372,0.532497118,495.8634034,0.000830642
analcatdata_vehicle,Cobra,2,"{'epsilon': 0.1662937526911393, 'machine_list': 'basic')",0.015519463,0.099054635,0.11160221,0.503765413,0.81749822,21.62125257,9.723108912
analcatdata_vehicle,Ewa,2,"{'beta': 100.0, 'machine_list': 'basic')",0.007838958,0.079671973,0.104004822,0.749349452,0.952314606,6.843054187,0.014315474
analcatdata_vehicle,AdaBoost,3,"{'base_estimator__ccp_alpha': 0.005924320130156347, 'n_estimators': 77}",0.018243074,0.121614546,0.130259244,0.721946988,0.755131082,1.290454442,0.012408162
analcatdata_vehicle,Boruta,3,"{'ccp_alpha': 0.0023608897695197605, 'n_estimators': 6}",0.022401093,0.129129125,0.116478178,0.658572275,0.660326121,495.8616598,0.000961782
analcatdata_vehicle,Cobra,3,"{'epsilon': 0.33062067978224075, 'machine_list': 'basic')",0.016681421,0.104794352,0.074508901,0.745749026,0.780633213,21.54577716,9.724857545
analcatdata_vehicle,Ewa,3,"{'beta': 10.0, 'machine_list': 'basic')",0.014742719,0.103146581,0.092746653,0.775297885,0.80229616,6.846175793,0.013604887
analcatdata_vehicle,AdaBoost,4,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.031278671,0.143139525,0.094383057,0.731175875,0.733894838,1.063837724,0.009212296
analcatdata_vehicle,Boruta,4,"{'ccp_alpha': 0.008296033593941836, 'n_estimators': 47}",0.062325564,0.164163491,0.076802723,0.464343755,0.484720135,495.9167087,0.00493847
analcatdata_vehicle,Cobra,4,"{'epsilon': 0.3301069063690165, 'machine_list': 'basic')",0.065825854,0.147519951,0.042449355,0.434260557,0.502477488,21.54658282,9.71744069
analcatdata_vehicle,Ewa,4,"{'beta': 0.001, 'machine_list': 'basic')",0.051262577,0.168390556,0.091185818,0.559424454,0.562329558,6.843883627,0.013801291
analcatdata_vehicle,AdaBoost,5,"{'base_estimator__ccp_alpha': 0.005924320130156347, 'n_estimators': 77}",0.048564925,0.18662889,0.153987817,-4.279907247,-0.493203636,1.172040541,0.003488691
analcatdata_vehicle,Boruta,5,"{'ccp_alpha': 0.00957889530150502, 'n_estimators': 8}",0.07309658,0.19565153,0.118978923,-6.946952699,-3.044170764,495.866886,0.001151117
analcatdata_vehicle,Cobra,5,"{'epsilon': 0.3599304984939973, 'machine_list': 'basic')",0.025312972,0.128287711,0.107483677,-1.751989091,-0.056310356,21.55410631,9.730157303
analcatdata_vehicle,Ewa,5,"{'beta': 10.0, 'machine_list': 'basic')",0.027412211,0.1362942,0.074561314,-1.980215312,0.039351946,6.855701071,0.013557781
analcatdata_vehicle,AdaBoost,6,"{'base_estimator__ccp_alpha': 0.019810148908487882, 'n_estimators': 18}",0.038781036,0.140476739,0.120165746,0.068620208,0.171755729,1.200183228,0.002937545
analcatdata_vehicle,Boruta,6,"{'ccp_alpha': 0.008296033593941836, 'n_estimators': 47}",0.036711069,0.155609951,0.095745138,0.118333307,0.136865446,495.917098,0.004733586
analcatdata_vehicle,Cobra,6,"{'epsilon': 0.27676247526982417, 'machine_list': 'basic')",0.032264854,0.147268263,0.124572481,0.225115258,0.264726523,21.55032472,9.730580405
analcatdata_vehicle,Ewa,6,"{'beta': 0.001, 'machine_list': 'basic')",0.03217013,0.140688023,0.106124205,0.227390184,0.234380837,6.854214663,0.013033537
analcatdata_vehicle,AdaBoost,7,"{'base_estimator__ccp_alpha': 0.023608897695197608, 'n_estimators': 6}",0.064958433,0.231256488,0.23447179,0.018596718,0.024788096,1.055809769,0.001201056
analcatdata_vehicle,Boruta,7,"{'ccp_alpha': 0.009355390708060319, 'n_estimators': 25}",0.063454283,0.226171733,0.228637718,0.041321677,0.051663534,495.8870707,0.002800411
analcatdata_vehicle,Cobra,7,"{'epsilon': 0.2894870289731973, 'machine_list': 'basic')",0.052062249,0.18208717,0.134956262,0.213434502,0.247681097,21.56148451,9.72036861
analcatdata_vehicle,Ewa,7,"{'beta': 0.001, 'machine_list': 'basic')",0.056151824,0.182161075,0.096504055,0.151648498,0.181906997,6.840356387,0.013223639
analcatdata_vehicle,AdaBoost,8,"{'base_estimator__ccp_alpha': 0.019810148908487882, 'n_estimators': 18}",0.010653896,0.096292204,0.107857581,0.818328632,0.827073068,1.312439173,0.001357875
analcatdata_vehicle,Boruta,8,"{'ccp_alpha': 0.008296033593941836, 'n_estimators': 47}",0.013036087,0.09237134,0.102740676,0.777707246,0.800081013,495.9163354,0.004979962
analcatdata_vehicle,Cobra,8,"{'epsilon': 0.28826496653039146, 'machine_list': 'basic')",0.012348062,0.099512489,0.098460931,0.789439523,0.791376189,21.5543369,9.731681008
analcatdata_vehicle,Ewa,8,"{'beta': 0.001, 'machine_list': 'basic')",0.013997112,0.087115528,0.03749912,0.761319746,0.761642614,6.855462894,0.014648524
analcatdata_vehicle,AdaBoost,9,"{'base_estimator__ccp_alpha': 0.00983468338330501, 'n_estimators': 8}",0.005921202,0.073664825,0.081491713,-0.027543447,0,1.170735294,0.001443184
analcatdata_vehicle,Boruta,9,"{'ccp_alpha': 0.009355390708060319, 'n_estimators': 25}",0.005763698,0.073664825,0.072562617,-0.000210823,0,495.8869447,0.002712685
analcatdata_vehicle,Cobra,9,"{'epsilon': 0.33832111996080844, 'machine_list': 'basic')",0.006198845,0.071361534,0.076885131,-0.075724505,0.075633176,21.73053859,9.798387985
analcatdata_vehicle,Ewa,9,"{'beta': 0.001, 'machine_list': 'basic')",0.001299825,0.031306601,0.026756427,0.774433254,0.886460744,6.843320082,0.013166622
analcatdata_vehicle,AdaBoost,10,"{'base_estimator__ccp_alpha': 0.005924320130156347, 'n_estimators': 77}",0.022046815,0.124234915,0.142633517,0.656075961,0.743973347,1.240828278,0.012391851
analcatdata_vehicle,Boruta,10,"{'ccp_alpha': 0.008296033593941836, 'n_estimators': 47}",0.034289511,0.162201353,0.168765621,0.465093395,0.754930081,495.9160538,0.004960539
analcatdata_vehicle,Cobra,10,"{'epsilon': 0.261610552956875, 'machine_list': 'basic')",0.039044982,0.151237782,0.13166525,0.390909391,0.615743784,21.77495416,9.724058392
analcatdata_vehicle,Ewa,10,"{'beta': 100.0, 'machine_list': 'basic')",0.029860935,0.131657444,0.088918979,0.534177919,0.711503356,6.849349117,0.013925957
analcatdata_vineyard,AdaBoost,1,"{'base_estimator__ccp_alpha': 0.018626021137767092, 'n_estimators': 11}",0.021067806,0.121732768,0.106500091,0.559127552,0.584603967,1.350578715,0.001647564
analcatdata_vineyard,Boruta,1,"{'ccp_alpha': 0.00417022004702574, 'n_estimators': 17}",0.018533411,0.117236182,0.113453423,0.612163202,0.612167758,49.21103958,0.001982817
analcatdata_vineyard,Cobra,1,"{'epsilon': 0.33796646880958675, 'machine_list': 'basic')",0.043881413,0.162895815,0.136425339,0.081721827,0.085802026,113.6383171,13.01274378
analcatdata_vineyard,Ewa,1,"{'beta': 0.001, 'machine_list': 'basic')",0.037904981,0.140554095,0.08415124,0.206786781,0.212485779,7.706199908,0.016970214
analcatdata_vineyard,AdaBoost,2,"{'base_estimator__ccp_alpha': 0.018626021137767092, 'n_estimators': 11}",0.019399606,0.114320927,0.107579186,0.575923046,0.583229659,1.424636003,0.001637617
analcatdata_vineyard,Boruta,2,"{'ccp_alpha': 0.004191945144032948, 'n_estimators': 23}",0.018781246,0.112171921,0.101867614,0.589440432,0.591844743,49.04412246,0.002522229
analcatdata_vineyard,Cobra,2,"{'epsilon': 0.32917393848756893, 'machine_list': 'basic')",0.042821684,0.165495571,0.130702147,0.063914523,0.064551965,113.59177,13.03244829
analcatdata_vineyard,Ewa,2,"{'beta': 0.001, 'machine_list': 'basic')",0.03421905,0.131867217,0.078507212,0.251968786,0.254417959,7.654909622,0.017006756
analcatdata_vineyard,AdaBoost,3,"{'base_estimator__ccp_alpha': 0.019810148908487882, 'n_estimators': 18}",0.019456966,0.114803646,0.104216152,0.305233788,0.330769097,1.456518062,0.00232645
analcatdata_vineyard,Boruta,3,"{'ccp_alpha': 0.00417022004702574, 'n_estimators': 17}",0.023798762,0.127578529,0.114388299,0.150197616,0.150598093,49.03644518,0.001974659
analcatdata_vineyard,Cobra,3,"{'epsilon': 0.3358210208605105, 'machine_list': 'advanced')",0.031333129,0.144190118,0.13271234,-0.11883834,-0.117231567,113.5150774,13.06677401
analcatdata_vineyard,Ewa,3,"{'beta': 0.001, 'machine_list': 'basic')",0.029026636,0.131683767,0.099360399,-0.036478478,-0.002368448,7.838133882,0.017525937
analcatdata_vineyard,AdaBoost,4,"{'base_estimator__ccp_alpha': 0.030233257263183978, 'n_estimators': 84}",0.0434012,0.173584735,0.186437968,0.067571351,0.067627237,1.448967001,0.002426189
analcatdata_vineyard,Boruta,4,"{'ccp_alpha': 0.0031342417815924286, 'n_estimators': 27}",0.035293762,0.14768778,0.113240117,0.241751047,0.241798376,49.04957355,0.002938692
analcatdata_vineyard,Cobra,4,"{'epsilon': 0.3326200912991014, 'machine_list': 'basic')",0.049964046,0.186551839,0.203928425,-0.073424403,-0.073170031,113.6015817,13.04015832
analcatdata_vineyard,Ewa,4,"{'beta': 0.001, 'machine_list': 'basic')",0.03666202,0.154069067,0.133373599,0.212355483,0.224561531,7.645065185,0.017178281
analcatdata_vineyard,AdaBoost,5,"{'base_estimator__ccp_alpha': 0.018626021137767092, 'n_estimators': 11}",0.022055087,0.119354136,0.103407557,0.50651411,0.536654155,1.290673984,0.001633252
analcatdata_vineyard,Boruta,5,"{'ccp_alpha': 0.00518152548941889, 'n_estimators': 5}",0.022383139,0.120029576,0.096275399,0.499173881,0.537770156,49.0006937,0.000818086
analcatdata_vineyard,Cobra,5,"{'epsilon': 0.3526805402636323, 'machine_list': 'basic')",0.043506437,0.157747033,0.108608059,0.026536911,0.02730009,113.6423588,13.05699921
analcatdata_vineyard,Ewa,5,"{'beta': 0.001, 'machine_list': 'basic')",0.042113357,0.147662331,0.120845734,0.057707282,0.091325879,7.721004106,0.01723826
analcatdata_vineyard,AdaBoost,6,"{'base_estimator__ccp_alpha': 0.030233257263183978, 'n_estimators': 84}",0.052689818,0.185217276,0.189818198,0.105390993,0.111407949,1.531895403,0.001835019
analcatdata_vineyard,Boruta,6,"{'ccp_alpha': 0.00417022004702574, 'n_estimators': 17}",0.040756112,0.164815996,0.154694324,0.308010808,0.312345014,49.02705008,0.001945144
analcatdata_vineyard,Cobra,6,"{'epsilon': 0.37257754463103204, 'machine_list': 'basic')",0.062518229,0.204369729,0.230138714,-0.061483475,-0.058763678,113.6923542,13.0759805
analcatdata_vineyard,Ewa,6,"{'beta': 0.001, 'machine_list': 'basic')",0.040576662,0.153653348,0.112495268,0.311057639,0.311539438,7.86958235,0.017587163
analcatdata_vineyard,AdaBoost,7,"{'base_estimator__ccp_alpha': 0.041702200470257404, 'n_estimators': 17}",0.032266265,0.152874751,0.129659236,-0.109037702,0.038052501,1.358973487,0.001697536
analcatdata_vineyard,Boruta,7,"{'ccp_alpha': 0.0030233257263183977, 'n_estimators': 20}",0.02192926,0.123095487,0.098245677,0.246259953,0.289652176,49.03233165,0.002297726
analcatdata_vineyard,Cobra,7,"{'epsilon': 0.35526315789473684, 'machine_list': 'basic')",0.030011027,0.146170348,0.128276751,-0.031521941,0.137274698,113.5134597,13.05987054
analcatdata_vineyard,Ewa,7,"{'beta': 0.001, 'machine_list': 'basic')",0.032504844,0.138010125,0.109665287,-0.117237984,0.121888616,7.689197971,0.018130658
analcatdata_vineyard,AdaBoost,8,"{'base_estimator__ccp_alpha': 0.041702200470257404, 'n_estimators': 17}",0.035801076,0.166827676,0.159144893,0.076296734,0.076302467,1.389594378,0.001874153
analcatdata_vineyard,Boruta,8,"{'ccp_alpha': 0.00417022004702574, 'n_estimators': 17}",0.021812211,0.128386218,0.118771805,0.437223313,0.437864284,49.02227127,0.001958758
analcatdata_vineyard,Cobra,8,"{'epsilon': 0.32467978885111054, 'machine_list': 'basic')",0.044469586,0.18440944,0.174172977,-0.147359428,-0.14433085,113.6414567,13.05414197
analcatdata_vineyard,Ewa,8,"{'beta': 0.001, 'machine_list': 'basic')",0.038228276,0.14969099,0.11425513,0.013672568,0.016336863,7.78316793,0.017387358
analcatdata_vineyard,AdaBoost,9,"{'base_estimator__ccp_alpha': 0.041702200470257404, 'n_estimators': 17}",0.038123464,0.166284931,0.160180459,0.046516321,0.047448324,1.435169586,0.001623782
analcatdata_vineyard,Boruta,9,"{'ccp_alpha': 0.0031342417815924286, 'n_estimators': 27}",0.028438945,0.142166086,0.14140172,0.288730176,0.312227372,49.04431384,0.002931573
analcatdata_vineyard,Cobra,9,"{'epsilon': 0.3166391537836148, 'machine_list': 'basic')",0.046258083,0.187698961,0.204170753,-0.156933874,-0.15665711,113.9340446,13.0561136
analcatdata_vineyard,Ewa,9,"{'beta': 0.001, 'machine_list': 'basic')",0.027849606,0.134712028,0.119721181,0.303469791,0.310873946,7.695955581,0.018010333
analcatdata_vineyard,AdaBoost,10,"{'base_estimator__ccp_alpha': 0.018626021137767092, 'n_estimators': 11}",0.024567418,0.132576619,0.123472231,0.205897232,0.206025649,1.478462263,0.001637824
analcatdata_vineyard,Boruta,10,"{'ccp_alpha': 0.00417022004702574, 'n_estimators': 17}",0.024622422,0.131610024,0.120672704,0.204119326,0.206127037,49.02800913,0.001959067
analcatdata_vineyard,Cobra,10,"{'epsilon': 0.33747751719360725, 'machine_list': 'basic')",0.038126283,0.169222571,0.164959883,-0.232371537,-0.220115853,114.0268976,13.05071958
analcatdata_vineyard,Ewa,10,"{'beta': 0.001, 'machine_list': 'basic')",0.020515038,0.112743419,0.092063122,0.336883991,0.344113144,7.743721156,0.016837463
analcatdata_wildcat,AdaBoost,1,"{'base_estimator__ccp_alpha': 0.07159705159683642, 'n_estimators': 12}",0.027492443,0.124606256,0.106164384,0.359291398,0.359293931,1.002028506,0.001354723
analcatdata_wildcat,Boruta,1,"{'ccp_alpha': 0.00417022004702574, 'n_estimators': 17}",0.017779432,0.089542154,0.05313339,0.585652154,0.594787074,265.0982174,0.00201023
analcatdata_wildcat,Cobra,1,"{'epsilon': 0.0, 'machine_list': 'basic')",0.058580457,0.122994652,0.045454545,-0.365211596,-0.012662446,42.12793818,10.5673209
analcatdata_wildcat,Ewa,1,"{'beta': 100.0, 'machine_list': 'basic')",0.057863607,0.123944844,0.041303608,-0.348505479,-0.004106651,8.498111493,0.010903493
analcatdata_wildcat,AdaBoost,2,"{'base_estimator__ccp_alpha': 0.06716540974221344, 'n_estimators': 54}",0.020536172,0.120735966,0.129476584,0.193566093,0.273685169,0.932500033,0.001275387
analcatdata_wildcat,Boruta,2,"{'ccp_alpha': 0.006704675101784022, 'n_estimators': 28}",0.015562202,0.091006214,0.068181101,0.388888657,0.396842568,264.950147,0.003023832
analcatdata_wildcat,Cobra,2,"{'epsilon': 0.0, 'machine_list': 'basic')",0.036217793,0.101604278,0,-0.4222347,-0.058394161,42.14356396,10.57056606
analcatdata_wildcat,Ewa,2,"{'beta': 100.0, 'machine_list': 'basic')",0.035690402,0.105521326,0.040724672,-0.401524613,-0.013292517,8.504177832,0.011343161
analcatdata_wildcat,AdaBoost,3,"{'base_estimator__ccp_alpha': 0.05245481595728714, 'n_estimators': 33}",0.039456149,0.158431617,0.107409714,-0.088983491,-0.085595296,0.936714958,0.000992749
analcatdata_wildcat,Boruta,3,"{'ccp_alpha': 0.00957889530150502, 'n_estimators': 8}",0.040195521,0.152614374,0.072546557,-0.109390037,-0.097929603,264.9100377,0.001114271
analcatdata_wildcat,Cobra,3,"{'epsilon': 0.0, 'machine_list': 'basic')",0.050194458,0.120320856,0.045454545,-0.385359116,-0.020520916,42.121765,10.56762196
analcatdata_wildcat,Ewa,3,"{'beta': 100.0, 'machine_list': 'basic')",0.049305647,0.119174504,0.022136528,-0.360828067,-0.012219964,8.490496509,0.011330569
analcatdata_wildcat,AdaBoost,4,"{'base_estimator__ccp_alpha': 0.09325573593386588, 'n_estimators': 14}",0.034395074,0.173566017,0.195114409,-0.959396441,0,0.963610373,0.001239103
analcatdata_wildcat,Boruta,4,"{'ccp_alpha': 0.004191945144032948, 'n_estimators': 23}",0.024519302,0.101519961,0.055399594,-0.396799837,-0.34163198,264.9313357,0.002559569
analcatdata_wildcat,Cobra,4,"{'epsilon': 0.0, 'machine_list': 'basic')",0.021823347,0.065340909,0,-0.243218391,0,42.40748838,10.60219494
analcatdata_wildcat,Ewa,4,"{'beta': 100.0, 'machine_list': 'basic')",0.021245448,0.063596996,0.004086457,-0.210297014,-0.007927606,8.493311915,0.011151947
analcatdata_wildcat,AdaBoost,5,"{'base_estimator__ccp_alpha': 0.09325573593386588, 'n_estimators': 14}",0.023818308,0.13474026,0.149350649,-0.680628516,1.11E-16,1.125763053,0.001254424
analcatdata_wildcat,Boruta,5,"{'ccp_alpha': 0.00518152548941889, 'n_estimators': 5}",0.01705721,0.09988766,0.068181818,-0.203562936,-0.196401875,264.9031347,0.000801877
analcatdata_wildcat,Cobra,5,"{'epsilon': 0.0, 'machine_list': 'basic')",0.023502066,0.096590909,0.045454545,-0.658314351,0,42.37478696,10.59013206
analcatdata_wildcat,Ewa,5,"{'beta': 100.0, 'machine_list': 'basic')",0.022865218,0.095795687,0.040783105,-0.613378115,-0.021640789,8.496485447,0.011028545
analcatdata_wildcat,AdaBoost,6,"{'base_estimator__ccp_alpha': 0.030233257263183978, 'n_estimators': 84}",0.058431113,0.143746135,0.103896104,0.109270598,0.120945888,0.764522005,0.001240018
analcatdata_wildcat,Boruta,6,"{'ccp_alpha': 0.00957889530150502, 'n_estimators': 8}",0.054681388,0.130177862,0.084349226,0.166431753,0.192015593,264.9118954,0.00108711
analcatdata_wildcat,Cobra,6,"{'epsilon': 0.0, 'machine_list': 'basic')",0.084065083,0.133522727,0,-0.281496063,-0.009719488,42.38383347,10.58220845
analcatdata_wildcat,Ewa,6,"{'beta': 100.0, 'machine_list': 'basic')",0.083182406,0.136096585,0.023098359,-0.268040456,0.00156185,8.4946676,0.01077816
analcatdata_wildcat,AdaBoost,7,"{'base_estimator__ccp_alpha': 0.06716540974221344, 'n_estimators': 54}",0.034993258,0.140522085,0.126826017,0.127077795,0.1292641,0.980486774,0.001242597
analcatdata_wildcat,Boruta,7,"{'ccp_alpha': 0.00417022004702574, 'n_estimators': 17}",0.031329008,0.112957024,0.073839419,0.218484111,0.224789664,264.919822,0.002015789
