Dataset Name,Algorithm Name,Cross Validation [1-10],Hyper-Parameters Values,mean_squared_error,mean_absolute_error,median_absolute_error,r2_score,explained_variance_score,Training Time,Inference Time
pollution,AdaBoost,8,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.005572945,0.052278418,0.035182043,0.301876955,0.478568522,4.123742778,0.026274297
pollution,Boruta,8,"{'ccp_alpha': 0.0031342417815924286, 'n_estimators': 27}",0.012628116,0.097404435,0.095202778,-0.581924684,-0.258150454,247.6873345,0.003204168
pollution,Cobra,8,"{'epsilon': 0.22931741154455967, 'machine_list': 'basic')",0.006822795,0.065845107,0.049019932,0.145308198,0.150649423,67.23956526,27.25276658
pollution,Ewa,8,"{'beta': 0.001, 'machine_list': 'basic')",0.006919395,0.072681826,0.055891257,0.133207078,0.134313538,23.82848027,0.041027563
pollution,AdaBoost,9,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.022659714,0.114045982,0.082633351,0.300546452,0.35875486,4.133693223,0.025359731
pollution,Boruta,9,"{'ccp_alpha': 0.0022957721372982554, 'n_estimators': 19}",0.025753541,0.128352731,0.097772501,0.205047077,0.266015551,247.6764294,0.002356892
pollution,Cobra,9,"{'epsilon': 0.27693611638441346, 'machine_list': 'basic')",0.014299178,0.098259023,0.086046052,0.558617065,0.61024023,67.27361785,27.28673482
pollution,Ewa,9,"{'beta': 0.001, 'machine_list': 'basic')",0.016011212,0.096401865,0.076372152,0.505770498,0.507445683,25.1382515,0.039691387
pollution,AdaBoost,10,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.014056585,0.107199978,0.115866098,0.029551652,0.476418129,4.216735086,0.024894527
pollution,Boruta,10,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.012052033,0.097808348,0.126708201,0.167943333,0.733891178,247.6633108,0.001501394
pollution,Cobra,10,"{'epsilon': 0.2679512165868255, 'machine_list': 'basic')",0.02311344,0.13118991,0.118051482,-0.59572188,0.047290748,67.34362926,27.29150966
pollution,Ewa,10,"{'beta': 0.001, 'machine_list': 'basic')",0.006926178,0.07174225,0.067003326,0.521825696,0.561914227,24.36702638,0.039044891
pubexpendat,AdaBoost,1,"{'base_estimator__ccp_alpha': 0.018626021137767092, 'n_estimators': 11}",0.027657634,0.126915212,0.061360042,-1.249296055,-1.176697432,3.326332168,0.005064206
pubexpendat,Boruta,1,"{'ccp_alpha': 0.009325573593386588, 'n_estimators': 14}",0.02702636,0.149982176,0.155167391,-1.197956815,-0.771741935,504.8630876,0.0017136
pubexpendat,Cobra,1,"{'epsilon': 0.4023072640979951, 'machine_list': 'basic')",0.014117692,0.097398369,0.07423486,-0.148141208,-0.039965351,60.18284152,27.05540535
pubexpendat,Ewa,1,"{'beta': 0.001, 'machine_list': 'basic')",0.035079286,0.14431454,0.096331531,-1.852872357,-1.058911897,19.74324129,0.03477305
pubexpendat,AdaBoost,2,"{'base_estimator__ccp_alpha': 0.023608897695197608, 'n_estimators': 6}",0.007886075,0.081007163,0.078359019,-0.019937387,0,3.444912542,0.00310344
pubexpendat,Boruta,2,"{'ccp_alpha': 0.00957889530150502, 'n_estimators': 8}",0.007789162,0.077010825,0.098340708,-0.007403249,0,504.6865468,0.001086267
pubexpendat,Cobra,2,"{'epsilon': 0.19981219209355597, 'machine_list': 'basic')",0.003689633,0.047085412,0.03110174,0.522805069,0.550738966,60.17212948,27.13581248
pubexpendat,Ewa,2,"{'beta': 0.001, 'machine_list': 'basic')",0.016215764,0.104653913,0.054381416,-1.097249064,-0.077245704,19.30420792,0.035189384
pubexpendat,AdaBoost,3,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.031432644,0.152567446,0.14104141,0.541720639,0.566135626,3.45728147,0.023207623
pubexpendat,Boruta,3,"{'ccp_alpha': 0.0031342417815924286, 'n_estimators': 27}",0.036204427,0.165569624,0.156710441,0.472149351,0.51433928,504.7111705,0.00298782
pubexpendat,Cobra,3,"{'epsilon': 0.24922583713303986, 'machine_list': 'basic')",0.079602772,0.276797282,0.296432964,-0.160586672,0.420950299,60.13146842,27.0795924
pubexpendat,Ewa,3,"{'beta': 0.001, 'machine_list': 'basic')",0.02432229,0.131032269,0.122798188,0.645387656,0.665228031,19.3187051,0.035809842
pubexpendat,AdaBoost,4,"{'base_estimator__ccp_alpha': 0.023608897695197608, 'n_estimators': 6}",0.023647208,0.138928434,0.163194858,-0.962255532,0.395630505,3.638264547,0.003313531
pubexpendat,Boruta,4,"{'ccp_alpha': 0.0052454815957287135, 'n_estimators': 47}",0.008461162,0.076851256,0.069701656,0.297889172,0.304438757,504.7375959,0.004950505
pubexpendat,Cobra,4,"{'epsilon': 0.38244136235037207, 'machine_list': 'advanced')",0.038200314,0.174722662,0.177121771,-2.169878467,0.363348809,60.16506859,27.03656533
pubexpendat,Ewa,4,"{'beta': 0.001, 'machine_list': 'basic')",0.004314394,0.054303419,0.039339143,0.64198972,0.68835952,19.22779326,0.035404202
pubexpendat,AdaBoost,5,"{'base_estimator__ccp_alpha': 0.00983468338330501, 'n_estimators': 8}",0.076030578,0.255042064,0.250162796,-0.015185102,0.035120248,3.034842976,0.004161364
pubexpendat,Boruta,5,"{'ccp_alpha': 0.00957889530150502, 'n_estimators': 8}",0.045543326,0.203538867,0.168985849,0.391890641,0.400855737,504.6829457,0.001094467
pubexpendat,Cobra,5,"{'epsilon': 0.2611672699937883, 'machine_list': 'basic')",0.052486407,0.214477968,0.248154982,0.299184356,0.300083241,60.13996004,27.0371512
pubexpendat,Ewa,5,"{'beta': 0.001, 'machine_list': 'basic')",0.067586681,0.232067622,0.210278845,0.097560575,0.333741468,19.3065916,0.034657675
pubexpendat,AdaBoost,6,"{'base_estimator__ccp_alpha': 0.023608897695197608, 'n_estimators': 6}",0.019331382,0.127619926,0.135670357,0.370983229,0.535875478,4.049388386,0.003179175
pubexpendat,Boruta,6,"{'ccp_alpha': 0.00957889530150502, 'n_estimators': 8}",0.018401513,0.128419908,0.1427489,0.401239878,0.555619924,504.686241,0.001098678
pubexpendat,Cobra,6,"{'epsilon': 0.2679665183511549, 'machine_list': 'basic')",0.041626464,0.174439354,0.133709572,-0.354468301,0.17865851,60.15576843,27.01663607
pubexpendat,Ewa,6,"{'beta': 0.001, 'machine_list': 'basic')",0.013422065,0.092858156,0.112097228,0.563264344,0.563678245,19.25997445,0.03613295
pubexpendat,AdaBoost,7,"{'base_estimator__ccp_alpha': 0.019810148908487882, 'n_estimators': 18}",0.095001226,0.261839706,0.21697417,0.213502814,0.323628323,3.469482052,0.00765387
pubexpendat,Boruta,7,"{'ccp_alpha': 0.009325573593386588, 'n_estimators': 14}",0.092790348,0.220054756,0.157363518,0.231806261,0.411435175,504.755425,0.001690005
pubexpendat,Cobra,7,"{'epsilon': 0.3441272295508888, 'machine_list': 'basic')",0.097890768,0.264354209,0.249897499,0.189580849,0.209753153,60.07925256,27.00217897
pubexpendat,Ewa,7,"{'beta': 100.0, 'machine_list': 'basic')",0.112092525,0.240610063,0.131716747,0.072007186,0.449380548,19.39450382,0.035156485
pubexpendat,AdaBoost,8,"{'base_estimator__ccp_alpha': 0.019810148908487882, 'n_estimators': 18}",0.01655576,0.120175356,0.122181222,-0.18951199,0.175774562,3.776044536,0.006906023
pubexpendat,Boruta,8,"{'ccp_alpha': 0.00957889530150502, 'n_estimators': 8}",0.012993722,0.096008644,0.107130485,0.066416263,0.17286902,504.6937157,0.001113808
pubexpendat,Cobra,8,"{'epsilon': 0.2545187913212804, 'machine_list': 'basic')",0.02054919,0.136843261,0.130791308,-0.476435223,0.036908103,60.10699641,27.00340692
pubexpendat,Ewa,8,"{'beta': 0.001, 'machine_list': 'basic')",0.028659477,0.137844177,0.103579174,-1.05914987,-0.826945527,19.34133876,0.034288785
pubexpendat,AdaBoost,9,"{'base_estimator__ccp_alpha': 0.018626021137767092, 'n_estimators': 11}",0.005232766,0.064212233,0.069327966,0.819195678,0.843308867,3.624470379,0.005045464
pubexpendat,Boruta,9,"{'ccp_alpha': 0.00518152548941889, 'n_estimators': 5}",0.018306845,0.114127676,0.093558246,0.367455671,0.817504275,504.6838387,0.000826856
pubexpendat,Cobra,9,"{'epsilon': 0.20395265333393486, 'machine_list': 'basic')",0.039630621,0.141331434,0.089086203,-0.369330701,0.006660128,60.58647428,27.07794621
pubexpendat,Ewa,9,"{'beta': 0.001, 'machine_list': 'basic')",0.020196314,0.12311312,0.108415798,0.302170094,0.52752369,19.46480372,0.034201151
pubexpendat,AdaBoost,10,"{'base_estimator__ccp_alpha': 0.023608897695197608, 'n_estimators': 6}",0.009043691,0.049845257,0.003749554,-0.360497103,0,3.561263387,0.003157525
pubexpendat,Boruta,10,"{'ccp_alpha': 0.009325573593386588, 'n_estimators': 14}",0.007561971,0.064366499,0.036482075,-0.137593037,-0.091072202,504.6941045,0.001654784
pubexpendat,Cobra,10,"{'epsilon': 0.297145076713925, 'machine_list': 'basic')",0.009040069,0.061500615,0.029862941,-0.359952251,-0.20937443,60.6196847,27.0392876
pubexpendat,Ewa,10,"{'beta': 0.001, 'machine_list': 'advanced')",0.055473644,0.216204873,0.226691247,-7.345235945,-3.214415066,19.25581485,0.034811379
pwLinear,AdaBoost,1,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.008839345,0.080320906,0.076146974,0.795728084,0.795795008,5.139741456,0.025446855
pwLinear,Boruta,1,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.017637687,0.10823684,0.093382896,0.592403697,0.594866718,573.0383023,0.004304165
pwLinear,Cobra,1,"{'epsilon': 0.19140427487933812, 'machine_list': 'basic')",0.00773211,0.079682315,0.075101926,0.821315602,0.82182324,141.6660518,30.28160243
pwLinear,Ewa,1,"{'beta': 0.001, 'machine_list': 'basic')",0.00792407,0.079129627,0.086166032,0.816879535,0.823469909,20.0321602,0.046191259
pwLinear,AdaBoost,2,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.002050251,0.040481061,0.035434693,0.936215871,0.953272217,4.833236905,0.025118711
pwLinear,Boruta,2,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.006051624,0.064132851,0.060403324,0.811731563,0.832040686,573.0690459,0.006471263
pwLinear,Cobra,2,"{'epsilon': 0.19140427487933812, 'machine_list': 'basic')",0.003284914,0.047003757,0.045324942,0.897805,0.900736485,141.6696973,30.26347678
pwLinear,Ewa,2,"{'beta': 0.001, 'machine_list': 'basic')",0.002982814,0.04305156,0.02862525,0.907203473,0.939493581,20.14111716,0.04602075
pwLinear,AdaBoost,3,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.004573176,0.053031826,0.042841969,0.865037932,0.889673542,5.023318935,0.025224311
pwLinear,Boruta,3,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.007873444,0.073360543,0.07253826,0.767641538,0.794845164,573.0408784,0.004236556
pwLinear,Cobra,3,"{'epsilon': 0.17861413267634885, 'machine_list': 'basic')",0.004602395,0.055613375,0.057859759,0.86417565,0.864789559,141.9517098,30.34207959
pwLinear,Ewa,3,"{'beta': 0.001, 'machine_list': 'advanced')",0.005477432,0.060932156,0.056012114,0.838351837,0.85361071,20.08463857,0.044960486
pwLinear,AdaBoost,4,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.005786376,0.064423462,0.060582105,0.706654587,0.70666918,5.29522493,0.025120682
pwLinear,Boruta,4,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.007719984,0.076941028,0.069432314,0.608628597,0.656152788,573.0327039,0.004346731
pwLinear,Cobra,4,"{'epsilon': 0.19140427487933812, 'machine_list': 'basic')",0.005269529,0.057451068,0.043855052,0.73285656,0.777685261,141.7536081,30.31532568
pwLinear,Ewa,4,"{'beta': 0.001, 'machine_list': 'basic')",0.003121053,0.048969514,0.056129757,0.841775449,0.847388177,20.06172233,0.045519188
pwLinear,AdaBoost,5,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.007017185,0.067737576,0.059453936,0.822994104,0.863550653,4.611410422,0.025259486
pwLinear,Boruta,5,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.01199267,0.082202428,0.069985864,0.69748934,0.743065419,573.0602979,0.00626652
pwLinear,Cobra,5,"{'epsilon': 0.14182950598415087, 'machine_list': 'basic')",0.01057011,0.083040814,0.070709,0.733372878,0.752920268,141.7784357,30.30984718
pwLinear,Ewa,5,"{'beta': 0.001, 'machine_list': 'basic')",0.010526654,0.081838719,0.070161126,0.734469045,0.735113993,20.05811873,0.045142243
pwLinear,AdaBoost,6,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.006657575,0.06365777,0.049387851,0.847075966,0.849595585,4.681690847,0.026289589
pwLinear,Boruta,6,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.014290748,0.101201921,0.073917139,0.671742537,0.680793351,573.0576083,0.00438103
pwLinear,Cobra,6,"{'epsilon': 0.19140427487933812, 'machine_list': 'advanced')",0.009794562,0.07675449,0.045641921,0.775019602,0.775323183,141.8555025,30.52423131
pwLinear,Ewa,6,"{'beta': 0.001, 'machine_list': 'basic')",0.007536426,0.070370531,0.053661967,0.826888834,0.830089693,20.12170316,0.045635349
pwLinear,AdaBoost,7,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.004300238,0.048081318,0.02921414,0.808152795,0.809496454,4.586551317,0.026148243
pwLinear,Boruta,7,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.003910227,0.047409729,0.03309138,0.825552428,0.825574573,573.0344299,0.004320125
pwLinear,Cobra,7,"{'epsilon': 0.14496760780894807, 'machine_list': 'basic')",0.003495481,0.050135049,0.045961848,0.844055542,0.856434,141.7453243,30.2665277
pwLinear,Ewa,7,"{'beta': 0.001, 'machine_list': 'basic')",0.003627742,0.051841422,0.046370933,0.838154971,0.838178313,20.04027862,0.046049662
pwLinear,AdaBoost,8,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.005685461,0.05985239,0.050336103,0.82375096,0.829650839,5.2919469,0.025639884
pwLinear,Boruta,8,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.010137599,0.08410722,0.076104175,0.685734869,0.686192928,573.067373,0.006234096
pwLinear,Cobra,8,"{'epsilon': 0.19140427487933812, 'machine_list': 'basic')",0.005583372,0.056186235,0.040233456,0.826915724,0.847016559,141.8638964,30.35009219
pwLinear,Ewa,8,"{'beta': 0.001, 'machine_list': 'basic')",0.005507502,0.056019732,0.04014247,0.829267684,0.833266516,20.05605408,0.045662521
pwLinear,AdaBoost,9,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.00910464,0.07335145,0.070707062,0.838255974,0.840191839,5.013741184,0.026869667
pwLinear,Boruta,9,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.014024819,0.096125696,0.07607724,0.750848934,0.750900633,573.0373663,0.004252846
pwLinear,Cobra,9,"{'epsilon': 0.22405948532367242, 'machine_list': 'basic')",0.017682971,0.103267359,0.080165766,0.685861826,0.687944776,141.5965919,30.31298206
pwLinear,Ewa,9,"{'beta': 0.001, 'machine_list': 'basic')",0.013759915,0.086642556,0.066072384,0.755554956,0.760182383,20.32810635,0.045799372
pwLinear,AdaBoost,10,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.006775766,0.060262035,0.041943972,0.834189023,0.838410847,4.700103832,0.026125619
pwLinear,Boruta,10,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.011626069,0.089081364,0.077756348,0.715496379,0.732906053,569.6893311,0.001616507
pwLinear,Cobra,10,"{'epsilon': 0.19140427487933812, 'machine_list': 'basic')",0.013035027,0.091633067,0.076529231,0.68101751,0.683938494,141.5687895,30.27299095
pwLinear,Ewa,10,"{'beta': 0.001, 'machine_list': 'basic')",0.010381066,0.084339618,0.072938244,0.745963075,0.758437283,20.05933258,0.045058092
pyrim,AdaBoost,1,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.004464378,0.057975169,0.050560345,0.367873499,0.376143466,3.04328776,0.027239557
pyrim,Boruta,1,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.003981773,0.053911055,0.048375803,0.436207243,0.436833433,543.8552336,0.002245732
pyrim,Cobra,1,"{'epsilon': 0.27177457346761075, 'machine_list': 'basic')",0.006714512,0.070816994,0.084342949,0.049269355,0.201091867,74.16024966,27.60035731
pyrim,Ewa,1,"{'beta': 0.001, 'machine_list': 'basic')",0.004435247,0.055686399,0.053955983,0.371998226,0.439850597,27.07372536,0.042482605
pyrim,AdaBoost,2,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.006999536,0.070172583,0.063020171,0.622101523,0.701504462,1.596675366,0.006126467
pyrim,Boruta,2,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.006015848,0.066844513,0.06362768,0.675209932,0.676021517,543.6465566,0.008270329
pyrim,Cobra,2,"{'epsilon': 0.3904492677649578, 'machine_list': 'basic')",0.016604553,0.112574634,0.109762236,0.103535507,0.171637905,26.65679737,9.923032489
pyrim,Ewa,2,"{'beta': 10.0, 'machine_list': 'basic')",0.003787106,0.045333481,0.02689263,0.795537627,0.798740023,9.657511678,0.017632544
pyrim,AdaBoost,3,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.005660021,0.065737444,0.064375,0.456461335,0.456654505,1.488599557,0.010309182
pyrim,Boruta,3,"{'ccp_alpha': 0.0031342417815924286, 'n_estimators': 27}",0.007952,0.068099638,0.06073699,0.236359864,0.264269418,543.6653977,0.002973866
pyrim,Cobra,3,"{'epsilon': 0.36420722284487633, 'machine_list': 'basic')",0.009225991,0.077687406,0.058666667,0.114016876,0.239903624,26.73126343,9.990178725
pyrim,Ewa,3,"{'beta': 0.001, 'machine_list': 'basic')",0.0073336,0.070756443,0.065057061,0.295745486,0.296122435,9.803639172,0.016355146
pyrim,AdaBoost,4,"{'base_estimator__ccp_alpha': 0.005924320130156347, 'n_estimators': 77}",0.003712902,0.048555052,0.032964844,0.409065709,0.521757066,1.264102657,0.011979254
pyrim,Boruta,4,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.004477782,0.058179946,0.054460227,0.287329747,0.287486309,543.6375752,0.001452667
pyrim,Cobra,4,"{'epsilon': 0.25597550088199994, 'machine_list': 'basic')",0.004616292,0.060855767,0.056171154,0.265285038,0.362702209,26.75175206,9.990587781
pyrim,Ewa,4,"{'beta': 0.001, 'machine_list': 'basic')",0.002647138,0.040751875,0.022172411,0.5786896,0.602344475,9.702092597,0.01732947
pyrim,AdaBoost,5,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.005982184,0.054101384,0.0425,0.596946408,0.628174752,1.258042439,0.009925148
pyrim,Boruta,5,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.012534252,0.095736601,0.068472267,0.155496524,0.194501191,543.8607851,0.001616593
pyrim,Cobra,5,"{'epsilon': 0.3192351269917895, 'machine_list': 'basic')",0.008457358,0.066546769,0.030541667,0.430179929,0.437699816,26.86277181,9.993054922
pyrim,Ewa,5,"{'beta': 0.001, 'machine_list': 'basic')",0.006594544,0.050387638,0.024302784,0.555688257,0.574975664,10.00709187,0.016530349
pyrim,AdaBoost,6,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.016323721,0.095796139,0.064444444,0.064033522,0.345327427,1.015487586,0.001332872
pyrim,Boruta,6,"{'ccp_alpha': 0.0030233257263183977, 'n_estimators': 20}",0.018829341,0.093091193,0.035319526,-0.07963326,0.275198884,543.6575872,0.002294376
pyrim,Cobra,6,"{'epsilon': 0.203927878949191, 'machine_list': 'advanced')",0.110168371,0.178757612,0.021354167,-5.316813547,-3.715670008,26.91905505,9.970673888
pyrim,Ewa,6,"{'beta': 0.001, 'machine_list': 'basic')",0.011355185,0.067660222,0.039584226,0.348918513,0.611405614,9.898986813,0.0163215
pyrim,AdaBoost,7,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.001760713,0.036670475,0.030178571,0.920526288,0.926963428,1.380421153,0.009164825
pyrim,Boruta,7,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.003317968,0.050466368,0.044225496,0.850236103,0.854382945,543.6521752,0.002280134
pyrim,Cobra,7,"{'epsilon': 0.34824488491883504, 'machine_list': 'basic')",0.012746068,0.102408456,0.08975,0.424677657,0.477013922,26.8416123,10.00109303
pyrim,Ewa,7,"{'beta': 0.001, 'machine_list': 'basic')",0.001264894,0.032547235,0.027770598,0.942906161,0.943940506,9.844269283,0.015298423
pyrim,AdaBoost,8,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.009640752,0.083675224,0.092440476,0.666921542,0.668250527,1.303814,0.009413181
pyrim,Boruta,8,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.011855165,0.097500263,0.102240757,0.590415747,0.591993874,543.6536352,0.002272084
pyrim,Cobra,8,"{'epsilon': 0.39208396770036735, 'machine_list': 'basic')",0.029325863,0.143132419,0.122382813,-0.013179599,0.068773794,26.92833987,9.983720891
pyrim,Ewa,8,"{'beta': 0.001, 'machine_list': 'basic')",0.00769155,0.080504667,0.080109569,0.734264563,0.734814094,10.02706259,0.015244219
pyrim,AdaBoost,9,"{'base_estimator__ccp_alpha': 0.030233257263183978, 'n_estimators': 84}",0.013460685,0.099981527,0.07487069,-0.192914402,3.33E-16,1.320772846,0.001624567
pyrim,Boruta,9,"{'ccp_alpha': 0.0023608897695197605, 'n_estimators': 6}",0.004253465,0.049758374,0.036367806,0.623048962,0.841057743,543.6531484,0.001060848
pyrim,Cobra,9,"{'epsilon': 0.302157669123626, 'machine_list': 'basic')",0.007098416,0.071886088,0.080694444,0.370923322,0.663699397,26.87941446,10.0632911
pyrim,Ewa,9,"{'beta': 0.001, 'machine_list': 'advanced')",0.004504768,0.059812529,0.059897675,0.600777933,0.814401858,10.37002313,0.014376857
pyrim,AdaBoost,10,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.126096429,0.239605671,0.154460227,-0.407179983,-0.045074061,0.69990109,0.002184144
pyrim,Boruta,10,"{'ccp_alpha': 0.0022957721372982554, 'n_estimators': 19}",0.13617851,0.259357811,0.143157804,-0.519691519,-0.094587306,543.6591827,0.002294549
pyrim,Cobra,10,"{'epsilon': 0.18652816425182547, 'machine_list': 'basic')",0.102597568,0.237984075,0.19375,-0.144943164,0.097356488,26.83840239,9.997648344
pyrim,Ewa,10,"{'beta': 100.0, 'machine_list': 'basic')",0.11994233,0.241946753,0.149152536,-0.338502976,0.082205839,10.52849999,0.015878698
quake,AdaBoost,1,"{'base_estimator__ccp_alpha': 0.023608897695197608, 'n_estimators': 6}",0.03240443,0.150976154,0.166048237,-0.058910306,0,4.211350143,0.001123127
quake,Boruta,1,"{'ccp_alpha': 0.0022957721372982554, 'n_estimators': 19}",0.030650688,0.139659773,0.162130163,-0.001601626,0,59.20127731,0.002108533
quake,Cobra,1,"{'epsilon': 0.4784688995215307, 'machine_list': 'basic')",0.030584335,0.138732106,0.156879353,0.000566679,0.000774555,915.0955773,26.69455294
quake,Ewa,1,"{'beta': 0.001, 'machine_list': 'basic')",0.032491423,0.138947929,0.114988767,-0.061753062,-0.061649364,13.704242,0.036824944
quake,AdaBoost,2,"{'base_estimator__ccp_alpha': 0.0518152548941889, 'n_estimators': 5}",0.032693986,0.143751596,0.172217069,-0.016977952,0,4.048006017,0.000943187
quake,Boruta,2,"{'ccp_alpha': 0.00518152548941889, 'n_estimators': 5}",0.032247161,0.138394581,0.158107607,-0.003079016,0,58.83721398,0.000796896
quake,Cobra,2,"{'epsilon': 0.4784688995215307, 'machine_list': 'basic')",0.032249211,0.138353166,0.156216791,-0.003142788,0.000523001,915.4611678,26.7961222
quake,Ewa,2,"{'beta': 0.001, 'machine_list': 'basic')",0.03336613,0.140059868,0.119733188,-0.037885641,-0.030835645,13.7995702,0.036354532
quake,AdaBoost,3,"{'base_estimator__ccp_alpha': 0.023608897695197608, 'n_estimators': 6}",0.025904181,0.134719409,0.107189239,-0.132556607,0,4.488123338,0.001062319
quake,Boruta,3,"{'ccp_alpha': 0.00518152548941889, 'n_estimators': 5}",0.023216768,0.122273663,0.111131725,-0.015060216,-2.22E-16,58.85209176,0.000793529
quake,Cobra,3,"{'epsilon': 0.38277511961722455, 'machine_list': 'basic')",0.023222638,0.122253862,0.111455732,-0.015316881,0.000220549,916.7755113,26.77058937
quake,Ewa,3,"{'beta': 0.001, 'machine_list': 'basic')",0.025652407,0.124591108,0.110631322,-0.121548801,-0.111634279,13.77026826,0.036548683
quake,AdaBoost,4,"{'base_estimator__ccp_alpha': 0.023608897695197608, 'n_estimators': 6}",0.03150916,0.149129802,0.169619666,-0.038786861,-2.22E-16,4.120702344,0.001058161
quake,Boruta,4,"{'ccp_alpha': 0.0052454815957287135, 'n_estimators': 47}",0.030335077,0.140854207,0.161273833,-8.00E-05,-2.22E-16,59.20427109,0.004583244
quake,Cobra,4,"{'epsilon': 0.6220095693779899, 'machine_list': 'basic')",0.030327505,0.140636252,0.15923149,0.000169658,0.000175687,916.0463772,26.75186496
quake,Ewa,4,"{'beta': 0.001, 'machine_list': 'basic')",0.029728292,0.135807471,0.119988444,0.019924378,0.020299693,13.7650819,0.036350993
quake,AdaBoost,5,"{'base_estimator__ccp_alpha': 0.023608897695197608, 'n_estimators': 6}",0.032441147,0.144600092,0.10380334,-0.027708816,0,3.962578074,0.001047648
quake,Boruta,5,"{'ccp_alpha': 0.00518152548941889, 'n_estimators': 5}",0.031615378,0.135842454,0.11458256,-0.001549133,0,58.94812445,0.000781131
quake,Cobra,5,"{'epsilon': 0.7272727272727266, 'machine_list': 'advanced')",0.031681734,0.135577702,0.116883117,-0.003651231,-0.000866212,914.685045,26.75755991
quake,Ewa,5,"{'beta': 0.001, 'machine_list': 'advanced')",0.034327028,0.143904393,0.121116392,-0.087451965,-0.08745177,13.721447,0.036510645
quake,AdaBoost,6,"{'base_estimator__ccp_alpha': 0.023608897695197608, 'n_estimators': 6}",0.026736795,0.132031795,0.100695733,-0.013629829,1.11E-16,4.069555438,0.001064395
quake,Boruta,6,"{'ccp_alpha': 0.0023608897695197605, 'n_estimators': 6}",0.026632647,0.127978815,0.116063698,-0.009681433,0,58.90528955,0.000892256
quake,Cobra,6,"{'epsilon': 0.631578947368421, 'machine_list': 'basic')",0.02669,0.128030211,0.116602822,-0.011855766,-0.000472502,916.450086,26.72834159
quake,Ewa,6,"{'beta': 0.001, 'machine_list': 'basic')",0.028623402,0.131678363,0.113367464,-0.085153792,-0.076818554,13.67588307,0.036354856
quake,AdaBoost,7,"{'base_estimator__ccp_alpha': 0.041702200470257404, 'n_estimators': 17}",0.033660105,0.160237698,0.138636364,-0.174424208,1.11E-16,3.91475344,0.001950555
quake,Boruta,7,"{'ccp_alpha': 0.00518152548941889, 'n_estimators': 5}",0.028713562,0.135845347,0.161549165,-0.001835925,1.11E-16,58.89027161,0.000789253
quake,Cobra,7,"{'epsilon': 0.38277511961722455, 'machine_list': 'basic')",0.028617974,0.135163515,0.156968316,0.001499208,0.002092716,917.5880215,26.81261442
